DCC_ID,Node2Vec
DCC0131,"['0.085953996', '0.029821059', '-0.21956539', '0.31653467', '0.23994069', '-0.13044578', '0.10102943', '-0.6469045', '0.10522054', '0.28012586', '0.14905424', '-0.16386978', '-0.076788805', '-0.3839945', '0.10909472', '0.09897707', '-0.059654683', '-0.0056637167', '-0.31604445', '0.050300512', '0.29663932', '0.05815985', '-0.2563356', '0.041914273', '-0.45978013', '0.23451498', '-0.3151937', '-0.029381573', '-0.05763062', '0.11002314', '0.040789418', '0.19139206', '0.16070418', '0.27671364', '-0.17053927', '0.16986948', '0.16597965', '0.06463553', '-0.27280793', '-0.1559041', '-0.20941176', '-0.0685976', '0.23197201', '0.16209646', '0.25731364', '-0.04735379', '-0.1840006', '-0.33150688', '0.020380937', '0.115665145', '0.12606613', '0.049880598', '0.21686105', '0.12947918', '0.12081475', '0.2235219', '-0.22552353', '-0.24656229', '-0.00037543772', '0.07205565', '-0.06549186', '0.06428357', '0.030172821', '-0.361486', '-0.0072073946', '0.004619021', '-0.021335272', '-0.24552156', '-0.21533267', '-0.3383754', '-0.06537717', '0.007739963', '-0.24766818', '-0.16969694', '0.20326906', '-0.30566055', '-0.043783423', '0.18532512', '-0.30330712', '-0.008761872', '-0.39043474', '-0.28714165', '0.15021059', '0.220559', '-0.09940817', '0.22739206', '-0.057895385', '-0.31818858', '0.24013306', '0.031939093', '-0.12547319', '0.034731768', '0.0734305', '0.18895634', '0.36069164', '0.15543666', '0.059452888', '0.14333577', '0.0064177634', '-0.343907', '0.15018827', '-0.15630068', '-0.26896778', '0.15960164', '0.034609605', '0.4292887', '-0.29669243', '0.23234503', '0.042080093', '0.31019247', '0.14978984', '-0.2793507', '-0.16219038', '0.15354519', '0.1804914', '-0.31050572', '0.17495152', '0.054352973', '-0.056270976', '0.110040195', '0.19190957', '0.17210186', '-0.30316755', '-0.22308058', '0.4048007', '0.008112501', '-0.14908335', '0.07117691']"
DCC0285,"['-0.105757855', '0.010405202', '-0.023508424', '0.39699176', '0.3569648', '-0.0028937205', '0.20482829', '-0.3020569', '0.29079187', '0.12621668', '-0.30101845', '-0.2101852', '0.11358925', '0.08504576', '0.3867696', '0.05717272', '-0.047752768', '-0.6064604', '-0.2396332', '0.04120189', '0.43840536', '-0.19103904', '-0.50267106', '0.3322632', '0.15005547', '0.101435974', '-0.07231128', '-0.20857994', '-0.1882105', '0.13147032', '0.2593173', '0.30463418', '0.040674537', '-0.28057507', '0.15803556', '-0.03341868', '-0.0660822', '-0.006917353', '-0.2475537', '0.06439082', '-0.27814922', '-0.2970568', '0.14811568', '0.216542', '0.19368424', '-0.021181295', '0.01123118', '0.30713743', '0.16150223', '0.21959028', '0.10813717', '0.2966777', '0.04759064', '-0.5057463', '0.08926612', '0.087633476', '0.11571466', '-0.26606572', '0.018653302', '-0.31167442', '0.22083', '0.06573464', '-0.2114773', '0.14430498', '0.21742447', '-0.5241647', '-0.056094114', '-0.22558326', '-0.30189565', '-0.48807257', '0.25135848', '0.17057523', '-0.0013902506', '0.25311175', '0.19479644', '-0.13261013', '0.19544896', '0.28820527', '0.38449612', '-0.16248024', '-0.27392274', '-0.089942776', '-0.25827205', '-0.2568063', '-0.16869634', '0.12124275', '-0.05769906', '-0.42798394', '-0.0036816648', '-0.3686405', '0.12230916', '0.21043421', '-0.06371479', '0.10883975', '0.48345527', '0.09657011', '0.34218717', '0.16115278', '-0.3601894', '-0.019366145', '-0.13652775', '0.49532673', '0.07128846', '-0.09099092', '0.16999212', '0.34113294', '-0.3796357', '0.116187304', '0.025565842', '0.08341258', '0.18141915', '-0.34916055', '-0.40663505', '0.0108785955', '-0.27484292', '0.45943084', '-0.4414321', '0.30086583', '-0.19738212', '-0.24532597', '0.4022163', '-0.2667606', '0.25704098', '-0.038238596', '0.012262136', '0.3079324', '0.194628', '0.26460695']"
DCC0128,"['-0.34702942', '-0.012825296', '-0.13358897', '0.09936401', '-0.008867738', '-0.19997545', '-0.050243475', '-0.08264316', '0.19995521', '0.41714004', '0.28797987', '-0.049828798', '0.036478918', '-0.06051501', '-0.09559302', '-0.013724063', '0.053571023', '0.38935316', '-0.11818813', '0.18885973', '0.38511175', '0.070174545', '-0.06260975', '-0.1644728', '-0.34034532', '-0.18755296', '-0.4018268', '0.11775793', '-0.21705507', '-0.25310004', '0.03277098', '0.17827597', '0.12178765', '0.09984825', '-0.20165364', '-0.08776424', '-0.1033572', '0.12998797', '0.09582646', '0.2431247', '-0.41923404', '0.10604204', '-0.01263924', '-0.025474109', '-0.21776915', '-0.12926167', '-0.09429267', '0.22297594', '-0.12522158', '0.24879767', '0.20485634', '-0.17675623', '0.08991361', '0.5568413', '-0.32011208', '0.19246913', '-0.119628325', '-0.1587301', '-0.09951798', '0.18004775', '-0.12807512', '0.50464046', '0.24907193', '0.031170191', '0.3070039', '-0.006898161', '0.24026331', '-0.091863394', '-0.032391887', '-0.22841306', '-0.21944086', '0.01843369', '-0.0049424074', '0.012161957', '0.061503015', '-0.43109873', '-0.4046487', '-0.08153145', '-0.13814029', '0.20813453', '-0.51119304', '-0.058767907', '0.06793276', '0.23353016', '0.0048942934', '0.45188937', '0.047069654', '0.08610532', '0.071439244', '0.06367648', '-0.091672584', '0.23628077', '0.055103403', '0.5305536', '0.7170444', '0.20588005', '-0.021123545', '0.18353479', '-0.28731334', '-0.24675846', '0.17494704', '0.12443576', '-0.20025705', '-0.17279448', '-0.32913443', '-0.024945008', '0.055364385', '0.42773458', '0.036610242', '0.55265737', '0.38617578', '-0.19396952', '0.0059586274', '0.11306423', '0.11103133', '-0.33770266', '-0.27467012', '-0.13520767', '-0.14198837', '-0.2794687', '0.1883402', '-0.15165423', '-0.3043762', '0.22878985', '0.12952963', '-0.018229596', '-0.17311023', '0.09943594']"
DCC0214,"['-0.042978644', '0.019251509', '-0.21849123', '0.3119129', '0.043139342', '0.13986059', '0.21633522', '-0.15009011', '0.1778396', '0.12305307', '-0.1675423', '-0.09089308', '0.037037667', '0.22359519', '0.042373214', '0.10880563', '-0.21787068', '-0.5609748', '-0.21578483', '0.050562564', '0.18137544', '0.06169809', '-0.00743157', '0.069272906', '0.09370173', '0.42697367', '0.09056173', '0.028068157', '-0.05459007', '-0.060746267', '-0.3092346', '0.33222768', '0.13001099', '-0.30557966', '0.22970037', '-0.010022873', '-0.20816796', '-0.27086964', '-0.6183968', '0.043249387', '-0.09656063', '-0.071317315', '0.02254625', '0.17378551', '-0.22562553', '-0.18442658', '-0.024541557', '0.44563755', '0.2360151', '0.091444194', '-0.04172172', '-0.08878805', '-0.16584451', '-0.2936657', '0.1460232', '-0.023865381', '0.14247239', '-0.21970594', '-0.31005064', '-0.09443236', '-0.08519534', '0.03431846', '0.3090227', '-0.1049155', '0.50720304', '-0.51672083', '0.0036379313', '-0.6557559', '-0.07674844', '-0.2392602', '0.0054415083', '0.29808393', '-0.13141666', '0.2588479', '-0.018436182', '-0.1634483', '0.48674995', '0.24259834', '0.23661515', '-0.21257745', '-0.42541558', '-0.52419156', '0.14297582', '-0.17051071', '-0.1817933', '0.086626284', '0.1576022', '-0.049857024', '0.08032121', '-0.78461033', '0.22244775', '0.31366038', '0.23921801', '-0.09416805', '0.7019576', '0.24599965', '0.3897053', '0.10886426', '-0.27279443', '0.4129449', '0.019875294', '0.25092897', '0.1651879', '0.26115578', '0.22173673', '0.012687477', '-0.17244346', '0.22686657', '0.35823807', '0.055949543', '0.072931066', '-0.33896387', '-0.0061807972', '0.06406121', '-0.11832899', '0.10643792', '-0.5196674', '0.4187547', '-0.33546662', '-0.009622096', '0.68957376', '-0.27453429', '0.1949059', '0.2540966', '-0.47928262', '0.34781885', '-0.069365956', '0.19788584']"
DCC0256,"['0.037129987', '-0.10378612', '0.034255043', '0.45343962', '0.15821876', '0.04810177', '0.105531804', '-0.3557121', '0.030365601', '0.16274282', '-0.010391049', '0.090829745', '0.11332234', '-0.10760883', '0.17167224', '0.41400215', '-0.1669922', '0.39064804', '-0.44593862', '0.36933523', '0.24020855', '0.20502931', '0.023166273', '-0.15083136', '-0.51683336', '0.045518484', '-0.37334836', '0.11817186', '-0.12907347', '-0.48364994', '0.2186044', '-0.21341477', '0.0037471068', '-0.1608452', '-0.26202413', '0.2585993', '0.35410923', '-0.019617354', '0.042473294', '0.3097847', '0.07837198', '-0.1565101', '0.055934653', '-0.2572822', '0.15370254', '0.21776006', '-0.15973786', '0.08043848', '0.17422007', '0.26353627', '0.37793592', '0.12835862', '-0.09857117', '0.12700604', '0.012398582', '0.16051655', '0.018959984', '0.03350446', '-0.29107678', '0.27359664', '-0.3456688', '-0.09617627', '0.17005287', '0.023992263', '0.24700807', '-0.17880177', '0.25825918', '-0.13764083', '-0.38628215', '-0.3584953', '0.135635', '-0.124159455', '-0.16492444', '-0.09096641', '0.3793349', '-0.056465015', '-0.18472722', '-0.087317504', '-0.29952297', '-0.033571962', '-0.45230708', '-0.20935108', '-0.12644172', '0.24039108', '-0.09640991', '0.4655525', '0.119005375', '-0.15095866', '0.2304114', '-0.062777564', '-0.10708432', '0.08447248', '-0.16221021', '0.009926947', '0.21271212', '0.19163035', '-0.12154908', '-0.036144827', '-0.18500313', '-0.11359392', '-0.0578048', '0.25323167', '-0.18800476', '0.018085388', '0.14619167', '0.48098516', '0.15646231', '0.4418854', '0.15207429', '0.28286073', '0.06904835', '-0.009815965', '-0.30685854', '0.13554981', '-0.08438189', '-0.2508309', '-0.08765769', '0.12681147', '0.20197007', '-0.30852684', '0.05432424', '0.15129967', '-0.07086737', '-0.0047506467', '0.29265028', '0.1973538', '-0.28454843', '-0.082002595']"
DCC0049,"['0.13633005', '-0.08291329', '0.10515688', '0.2671152', '-0.0443763', '-0.25319898', '0.22694325', '-0.27337727', '0.077938624', '0.16461617', '0.015438881', '-0.06649185', '0.07631989', '0.26648012', '-0.13200955', '-0.029500658', '-0.2813524', '-0.40215823', '-0.53088355', '-0.2869029', '0.3247938', '0.03899124', '-0.06916488', '0.23733878', '0.20353147', '0.43411058', '0.0107913865', '0.23693573', '-0.24441974', '0.044249207', '-0.065298714', '0.28198618', '-0.01813777', '-0.15650862', '0.074809104', '0.015958909', '0.11202036', '-0.2557413', '-0.50904495', '0.20492542', '-0.2691634', '0.18067296', '-0.27022067', '0.26478326', '-0.37664017', '-0.34046075', '-0.015612904', '0.14719053', '0.27700654', '0.34242916', '0.26787564', '0.022770636', '-0.021870391', '-0.6074617', '0.25046036', '-0.2521962', '0.16006398', '-0.054903608', '-0.28659546', '-0.07021918', '-0.07225301', '-0.1384465', '-0.08892844', '0.20803761', '0.4642242', '-0.71283937', '-0.13468376', '-0.30745575', '-0.13011597', '-0.26848394', '-0.010697205', '0.046614286', '-0.033719923', '0.29237986', '0.22418065', '-0.038385607', '0.1737287', '0.16854337', '0.31662357', '-0.2817492', '-0.4607593', '0.035279468', '0.074598305', '0.059082467', '-0.29186985', '0.013008782', '0.06650159', '-0.21398614', '-0.22422592', '-0.57826096', '-0.019275019', '0.26047513', '0.4348405', '0.0887361', '0.36502323', '0.24253863', '0.41735077', '0.016441813', '-0.26622078', '0.24260682', '0.12466674', '0.25247297', '-0.21974471', '0.3139293', '0.38995868', '-0.008093298', '-0.10095839', '0.2665738', '0.07233847', '0.22648472', '0.01480395', '-0.2155621', '0.034267224', '-0.18792199', '-0.054605894', '0.24903637', '-0.016027749', '0.28928328', '-0.2673547', '0.23492189', '0.65144336', '-0.1779071', '-0.033050183', '0.1332825', '-0.27439845', '0.26602492', '-0.15975618', '0.3253884']"
DCC0216,"['0.12249541', '-0.0012430622', '-0.13746378', '0.21894164', '-0.36004686', '0.48264694', '0.14607336', '-0.19866863', '0.20394461', '0.17621094', '-0.13048884', '-0.053152278', '-0.09249811', '0.06975783', '0.20089896', '0.31883717', '-0.28178203', '0.09654509', '0.10936271', '-0.19252644', '0.16244827', '-0.42564356', '-0.31642184', '-0.31660008', '-0.11428926', '0.042920638', '0.24470721', '0.25122368', '-0.22854987', '-0.14970884', '-0.24603689', '-0.15141483', '-0.13595586', '-0.033930887', '0.028550113', '-0.039653786', '-0.20938677', '-0.074824065', '0.032869954', '0.27642205', '-0.53969914', '0.02025595', '0.122526675', '0.0011693025', '0.082592964', '-0.26174182', '-0.29334942', '-0.35663497', '-0.06735774', '-0.1164973', '-0.1459467', '-0.22861716', '0.10890004', '0.07393571', '-0.21158093', '0.036440857', '0.005984541', '-0.267163', '0.080577984', '-0.09233868', '-0.20877405', '0.25435278', '0.12497851', '0.07120027', '0.11207755', '-0.11215832', '0.14950347', '-0.37205213', '0.06710397', '-0.7535887', '-0.078599386', '0.4045443', '-0.111339934', '-0.052229207', '0.016678995', '0.059078354', '-0.29800886', '0.5284445', '-0.0705828', '0.050626285', '-0.262052', '-0.0024772568', '0.040465884', '0.016964601', '0.18836224', '0.1406874', '0.23369554', '-0.2242119', '0.1115901', '0.08863116', '0.030389123', '-0.10871845', '0.16985282', '0.2724089', '0.34619617', '0.0343974', '0.1692249', '-0.24405967', '-0.07334128', '-0.2962343', '-0.24322082', '0.2286731', '-0.016400183', '0.15266488', '0.35665438', '0.30056024', '-0.36066017', '0.11767362', '0.6693261', '-0.1656135', '0.27934924', '-0.48651764', '-0.4478133', '0.11227784', '-0.12755027', '-0.12225246', '0.2010144', '0.12235925', '0.09370391', '0.20057751', '0.013989055', '0.038094725', '-0.1572551', '-0.24625462', '0.08949651', '0.42230502', '-0.08674244', '-0.049573608']"
DCC0280,"['-0.2871822', '-0.19362962', '0.2508424', '0.41258678', '0.15361395', '-0.3840958', '0.3349522', '-0.035358034', '-0.059326213', '0.62497115', '-0.5836659', '-0.32394457', '-0.14488359', '-0.17205566', '0.38587204', '0.19278996', '0.10001065', '0.12879132', '-0.095285356', '0.11318026', '0.27876794', '-0.06002047', '-0.52103573', '-0.03144201', '0.12054333', '0.43460423', '-0.29996407', '-0.15172903', '0.15206398', '-0.021733154', '0.4813727', '0.06402505', '-0.1622216', '-0.1940285', '0.09964277', '-0.3805851', '-0.023470532', '-0.0047347546', '-0.22713716', '0.2093907', '-0.12807709', '-0.38385597', '0.39052406', '-0.4562882', '0.29326648', '-0.0044932384', '-0.35024115', '0.06797649', '-0.28903347', '-0.14150344', '0.13662812', '0.061399847', '0.0614348', '0.12461894', '0.075145684', '-0.24456935', '-0.17391382', '0.3489598', '-0.092486165', '0.2584081', '-0.20716056', '-0.053229805', '0.058321133', '0.10827831', '0.4465861', '-0.119444646', '0.22738454', '-0.052379675', '-0.42730996', '-0.31077984', '0.21470882', '-0.023596281', '-0.4109873', '0.024087645', '-0.085044146', '-0.2446326', '-0.16773368', '0.3048741', '0.4136114', '-0.7395959', '-0.38436165', '0.042341307', '-0.24189997', '0.010448869', '-0.16317277', '0.113162264', '-0.062440187', '-0.10467193', '0.31617907', '0.28678167', '0.32018217', '0.19528317', '-0.09243927', '-0.22966744', '0.4340673', '0.0803593', '0.13474928', '-0.42098108', '-0.009032915', '-0.01412148', '0.12208917', '-0.0086593665', '0.13353084', '-0.08714303', '0.2535316', '0.26755056', '-0.32270873', '-0.17478542', '-0.25636148', '0.005719569', '0.23754503', '-0.2269173', '-0.16572438', '-0.1347108', '-0.06194688', '0.28322598', '-0.57753956', '-0.06708684', '-0.1934346', '-0.36475918', '0.29128763', '-0.033494275', '-0.06420104', '-0.15788533', '-0.14192808', '0.21429472', '-0.07191871', '0.2549778']"
DCC0012,"['0.042599745', '-0.33638236', '-0.40198833', '0.22083353', '-0.07171723', '-0.054703746', '-0.00446374', '0.036723778', '0.26323795', '0.42355677', '0.0935372', '0.14962326', '0.017181465', '-0.024943957', '-0.063214615', '0.028036661', '-0.28203627', '0.0050394423', '-0.55913234', '0.070308186', '0.17233013', '0.21035229', '-0.06298187', '-0.11226225', '-0.26371703', '-0.40786234', '0.095671296', '0.076190986', '0.06988419', '-0.23518832', '0.12788993', '0.17295343', '0.25041497', '-0.030205611', '-0.0024798273', '0.03657956', '-0.15809846', '0.34215167', '0.32441393', '-0.0016052668', '-0.23440824', '0.26792592', '-0.0852322', '-0.32121524', '-0.07025145', '0.037922878', '-0.19308938', '0.19702308', '0.055765536', '0.13872524', '0.35458604', '-0.11920614', '-0.15459843', '0.4438991', '-0.19251385', '-0.023118135', '0.14232303', '0.10693203', '-0.08410399', '0.39204508', '-0.17847706', '0.33584628', '0.27274004', '-0.24675524', '0.436363', '0.22430456', '0.15620191', '-0.28467277', '-0.29039282', '-0.22599398', '-0.09885297', '0.07353565', '-0.024961833', '-0.088165715', '0.1438216', '-0.2807812', '-0.22616297', '-0.14073128', '0.14312494', '0.32880667', '-0.39108634', '-0.11323845', '0.24510916', '0.24392171', '0.10112568', '0.62053466', '-0.11659285', '0.022895478', '0.14523125', '0.07354702', '-0.123765975', '0.21752857', '-0.05370045', '0.30172446', '0.5627415', '0.5457412', '0.18111742', '0.043479398', '-0.20721036', '0.19858587', '0.28293458', '0.2519935', '-0.2183662', '0.11222353', '-0.28455052', '-0.07895011', '0.08009758', '0.19650999', '0.0046498613', '0.4546997', '0.22790647', '-0.06694715', '-0.023303848', '0.26749876', '-0.025438705', '-0.39977136', '-0.31155112', '-0.14466186', '-0.07636892', '-0.096359216', '0.33509246', '-0.25025642', '0.078320794', '0.23749314', '-0.11673081', '-0.13044909', '-0.064720504', '0.32406977']"
DCC0009,"['-0.009621995', '-0.34675196', '0.13548027', '0.3419001', '0.17243272', '-0.01647618', '0.22129504', '-0.2629652', '0.0003429618', '0.3695775', '0.2830703', '-0.014581876', '0.013259661', '-0.13147044', '0.104176976', '0.21969453', '0.056947906', '-0.107683256', '-0.30818975', '0.3558792', '0.071714886', '-0.14391378', '-0.44721898', '-0.13853557', '-0.33174285', '0.20314406', '-0.10720673', '0.31482157', '-0.11428462', '-0.102138236', '0.058279816', '-0.011534302', '0.1878831', '-0.07641104', '-0.11802274', '0.050951626', '0.023361396', '0.09474694', '0.18521653', '-0.20103936', '0.16214038', '0.2752692', '-0.39810604', '0.07216542', '0.06330457', '0.09073741', '-0.3012341', '-0.17831606', '0.1398221', '0.31723362', '0.29911253', '-0.1306621', '0.053247776', '0.17844798', '-0.31001446', '0.06203989', '-0.06358026', '-0.009885565', '-0.0688127', '0.341292', '0.08093338', '0.080265194', '0.24911605', '-0.1787343', '0.23461266', '-0.406735', '0.047985118', '-0.32402644', '0.13213676', '-0.58580595', '-0.034148183', '0.038142152', '-0.31332693', '-0.31331617', '0.44651714', '0.14256462', '-0.25081518', '0.1707295', '-0.37709868', '0.097689785', '-0.17670044', '0.1142854', '0.07142923', '0.34925723', '0.11879383', '0.02859122', '0.19605912', '-0.04854906', '0.20379403', '0.034901038', '-0.031541042', '-0.037003443', '-0.11984529', '0.22249343', '0.27555048', '0.45749384', '-0.15695953', '-0.104665436', '0.0076691424', '-0.017658839', '-0.03210468', '-0.095141105', '-0.3309671', '0.10921034', '-0.048619468', '0.32694316', '0.063053206', '0.26765212', '0.26471674', '-0.03353532', '0.32847136', '-0.2963802', '-0.05103608', '0.036178082', '-0.13566193', '-0.1465825', '-0.2384038', '-0.19359675', '-0.04635286', '0.0024842569', '0.20284335', '-0.13195834', '-0.18815875', '0.05988722', '-0.30774814', '0.061992228', '-0.24374345', '0.0045085778']"
DCC0245,"['-0.28349376', '-0.12172685', '0.08736344', '0.18994159', '0.26882213', '0.03363128', '0.18660486', '-0.124618985', '0.11457542', '0.3188483', '-0.075838', '0.027962036', '0.19718696', '0.18148224', '-0.10246695', '-0.048324935', '-0.20463169', '0.25348648', '-0.11774625', '-0.011809562', '0.11957268', '0.23747858', '-0.2832474', '-0.37771964', '-0.30616125', '-0.20301044', '-0.21679525', '0.26676205', '-0.037817936', '-0.3312033', '-0.21615122', '0.19753101', '0.05392447', '0.15775114', '-0.12494016', '-0.32250687', '-0.0109323105', '-0.019525122', '-0.00818068', '-0.058605276', '-0.31566846', '0.43194354', '-0.13743809', '-0.09969675', '-0.004714139', '-0.21999018', '-0.097042024', '0.006833317', '-0.17527798', '0.137826', '0.42443857', '0.10267821', '-0.06938236', '0.1298705', '-0.19419967', '0.0806218', '0.18652508', '-0.07929027', '-0.13401102', '0.4129626', '-0.06754671', '-0.02671116', '0.4048737', '0.063486464', '0.07351805', '0.041146375', '-0.0026944738', '-0.2281033', '-0.20819774', '-0.3583661', '-0.29635063', '-0.1747857', '-0.04850962', '-0.3329241', '-0.11864046', '-0.03827858', '-0.61618453', '-0.18063821', '-0.12984222', '0.27352798', '-0.4619451', '-0.35918328', '-0.13105014', '0.055452187', '0.05125863', '0.37676', '-0.15267555', '-0.22303951', '0.12714347', '0.02250324', '0.060758237', '0.12658998', '0.0621032', '0.48558456', '0.6103923', '0.15051925', '0.20911548', '0.33386317', '-0.2987677', '0.0718279', '0.053590704', '0.45444027', '-0.03237517', '-0.43675518', '0.06334467', '0.17697372', '0.45642948', '0.19370258', '-0.29773277', '0.3081738', '0.2547384', '-0.1946512', '-0.011390611', '-0.072527766', '0.16000964', '-0.21572019', '-0.09115245', '-0.27616358', '0.12800997', '0.21053575', '0.14680593', '-0.086779974', '-0.16760512', '0.059803467', '-0.03369647', '-0.30195042', '-0.2395018', '0.4632075']"
DCC0252,"['-0.0638296', '0.0653079', '0.40626177', '-0.15964541', '0.078502975', '-0.0012199169', '0.028188348', '-0.3694272', '0.12406744', '0.41398722', '-0.51069677', '-0.062534004', '0.08965619', '-0.2738367', '-0.061546676', '-0.13418004', '0.2854307', '-0.08965749', '0.537443', '-0.024823481', '0.3183456', '-0.07833962', '-0.25889677', '-0.24983837', '0.31197283', '-0.061859462', '-0.4399006', '-0.21180224', '0.4995533', '-0.06960207', '0.4799611', '0.38965324', '-0.35143545', '-0.22954088', '0.5790233', '-0.06907967', '-0.33401978', '0.44265312', '-0.72494215', '0.088042855', '-1.0203538', '-0.061762236', '-0.13579021', '-0.70850337', '0.062822886', '-0.33140114', '-0.2653815', '0.026278045', '-0.47504765', '0.6245285', '0.74622804', '-0.27846023', '-0.08942003', '0.055780265', '-0.2082426', '-0.28302658', '-0.1698222', '0.26319557', '-0.18587413', '0.24068521', '-0.29941404', '0.10343368', '0.33111367', '0.3805026', '0.22894104', '0.08092804', '0.29080054', '-0.36840937', '-0.25664243', '-0.21864562', '-0.24994205', '-0.35161665', '-0.3915874', '-0.34576505', '0.032323003', '-0.19277667', '-0.6159675', '-0.20264274', '-0.16544327', '-0.71834254', '-0.20592661', '0.04254277', '0.032256536', '0.2709647', '0.47014698', '-0.05479271', '-0.37695664', '-0.20075653', '0.63882226', '-0.022819396', '0.38870302', '0.3289128', '0.083882004', '0.29033712', '0.36916757', '0.25706705', '1.0712284', '-0.21613288', '-0.18425602', '0.4716824', '0.6352886', '0.3240606', '0.36362833', '0.11418714', '0.80674946', '0.035532262', '0.03918207', '0.05677796', '0.3493188', '0.2001871', '0.11096171', '-0.26111752', '-0.2456883', '-0.26871023', '-0.36705288', '-0.26170275', '-0.703574', '-0.35153407', '0.22899954', '-0.4976483', '0.0067863474', '-0.34836915', '-0.10505432', '-0.13034546', '0.06580881', '-0.054240033', '-0.25770152', '0.15463682']"
DCC0166,"['0.07955848', '-0.046454992', '0.1454477', '0.2211938', '0.17127253', '-0.3008321', '0.4271163', '0.13214737', '-0.041375875', '0.3009166', '-0.27519748', '-0.09878081', '-0.061221592', '0.17483848', '0.092340685', '0.121388815', '0.27192286', '-0.16628106', '-0.45913118', '-0.22933732', '-0.43158847', '-0.26861757', '-0.3213863', '-0.41559044', '-0.25426227', '0.27046672', '0.27669483', '0.016043607', '-0.051943425', '-0.0036859366', '0.08324775', '-0.10398721', '0.18744756', '0.14344956', '-0.16738231', '0.07396986', '-0.21923469', '-0.013714257', '-0.2570424', '-0.08135317', '-0.23304626', '0.1574589', '-0.4166415', '0.60975933', '-0.23258814', '-0.3090866', '-0.20511147', '0.5108986', '-0.23811579', '-0.020804275', '0.19987904', '-0.096188664', '0.116346866', '0.09040508', '0.24756223', '-0.2908671', '-0.23260492', '0.13375157', '-0.03625373', '-0.30004832', '-0.28205687', '0.12812465', '-0.16735758', '-0.10793158', '0.06504733', '-0.51178586', '-0.1427646', '-0.12876993', '-0.7776191', '-0.34160185', '-0.044222403', '0.16936313', '-0.23161842', '-0.0168769', '0.23911285', '0.051944107', '-0.60663253', '-0.48339435', '-0.11632458', '-0.31450424', '-0.29940617', '0.13270359', '0.04440451', '-0.08668684', '-0.26651868', '-0.27048293', '0.037064012', '-0.7249118', '0.21005256', '-0.36852345', '-0.11628714', '-0.14562136', '0.36666524', '0.5435683', '0.23829818', '0.19306153', '0.02911491', '0.16327101', '0.11763767', '-0.06631423', '0.04632714', '0.10415003', '-0.41225654', '-0.009970876', '0.2422338', '0.0741652', '-0.5653535', '0.46076727', '-0.057202265', '-0.15625188', '0.055171218', '-0.21670924', '-0.10928117', '0.23170568', '0.0896688', '-0.13092543', '-0.15665436', '0.013852866', '-0.05608477', '-0.089569114', '0.6034349', '-0.19487008', '0.03468051', '0.06041318', '-0.38606808', '0.51802206', '0.1948586', '0.2503369']"
DCC0290,"['0.24479823', '-0.16756578', '0.041716993', '0.42298734', '-0.18916893', '-0.22480366', '-0.13166301', '-0.39480472', '-0.084200546', '-0.15782928', '0.015063853', '-0.027232341', '0.3275256', '0.5970866', '-0.083314404', '-0.43185782', '0.19981325', '-0.23171353', '0.029175017', '-0.27816343', '0.32429698', '-0.037133418', '-0.37353212', '-0.052461676', '0.16569841', '0.21914588', '-0.064604595', '-0.1860889', '0.021479772', '-0.01408259', '0.009149632', '0.074644566', '0.10902384', '0.049421266', '0.0811153', '-0.029694604', '-0.38614208', '0.30500636', '-0.38917196', '-0.07095609', '-0.41287005', '0.10274187', '-0.19783139', '-0.053164605', '-0.34669253', '-0.08902781', '-0.45348868', '0.072474666', '0.122586384', '0.3880516', '-0.0012696445', '-0.08864737', '-0.087590314', '0.09291452', '-0.11033547', '0.027499203', '-0.5043626', '-0.4345593', '0.25195706', '0.14732404', '0.004127371', '0.027344739', '0.31021532', '-0.0559078', '-0.052169397', '0.011766908', '-0.13917942', '-0.4198052', '-0.16689801', '-0.25782385', '-0.21198556', '0.07490688', '0.14799646', '-0.54150987', '0.38335407', '-0.48218453', '0.19605926', '-0.056155056', '-0.32203585', '-0.13010521', '-0.40409622', '0.03870033', '-0.0809223', '0.0024176913', '-0.21743946', '0.1496291', '0.23941298', '0.09944964', '-0.009768977', '-0.5705902', '-0.018723229', '-0.122018665', '0.30474147', '0.14020464', '0.48280662', '0.69628376', '0.15950932', '-0.005534106', '-0.04884078', '0.2123615', '-0.2865094', '-0.09790213', '-0.0018859493', '0.28772482', '0.54310584', '0.13973728', '-0.13958006', '0.4137074', '0.084629655', '0.3798483', '-0.04951203', '0.26177183', '-0.15900144', '-0.32715973', '-0.18145312', '0.05912156', '0.12740721', '-0.052501433', '-0.38763937', '0.051598452', '0.39772224', '-0.1410467', '-0.18760848', '-0.4197302', '0.55269086', '-0.22801216', '-0.399444', '-0.019510185']"
